1055	The books about Pippi Longstocking are some of Astrid Lindgren&#039;s most beloved and widespread stories. The first book about Pippi came out in 1945 and was followed with many more books and eventually movies. The stories about the world&#039;s strongest girl can be read in more than 100 different languages. 
1056	At Easter Swedes get together with their families. They celebrate by painting eggs and eating traditional Easter food like eggs, fowl, fish, and lamb. Children receive cardboard Easter eggs filled with candy and dress up as colourful Easter witches. 
1057	At Easter Swedes get together with their families. They celebrate by painting eggs and eating traditional Easter food like eggs, fowl, fish, and lamb. Children receive cardboard Easter eggs filled with candy and dress up as colourful Easter witches. 
1058	At Easter Swedes get together with their families. They celebrate by painting eggs and eating traditional Easter food like eggs, fowl, fish, and lamb. Children receive cardboard Easter eggs filled with candy and dress up as colourful Easter witches. 
1059	The books about Pippi Longstocking are some of Astrid Lindgren&#039;s most beloved and widespread stories. The first book about Pippi came out in 1945 and was followed with many more books and eventually movies. The stories about the world&#039;s strongest girl can be read in more than 100 different languages. 
1060	Midsummers is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950s we have, for practical reasons, celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25. 
1061	Midsummers is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950s we have, for practical reasons, celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25. 
1062	Midsummers is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950s we have, for practical reasons, celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25. 
1074	Sweden has come far in waste management and recycling. In 2016 82% of all newspapers and packaging was recycled. Municipalities provide recycling stations where most household waste can be sorted and recycled. In Sweden there is also a recycling deposit on all PET bottles and aluminium cans. 
1075	Sweden has come far in waste management and recycling. In 2016 82% of all newspapers and packaging was recycled. Municipalities provide recycling stations where most household waste can be sorted and recycled. In Sweden there is also a recycling deposit on all PET bottles and aluminium cans. 
1164	One important factor in Swedish equality is parental leave. The partner who wasn&#039;t pregnant (man or woman) gets ten days off work when their child is born, and then share with their partner a further 480 days of paid parental leave. This allows women to continue to pursue their careers, while allowing men to play a larger role in their children’s formative years. 
1165	In Sweden, school is compulsory for nine years starting at age seven. Those who go to school also have homework. 
1166	Swedes are in general healthy eaters and conscious about their food and eating habits. The Swedish government has actively worked for and promoted public health since the early 1900’s. The Swedish National Institute for Public Health was launched in 1938 and in 1972 The National Food Agency was created. 
1167	In Sweden most people eat one of three things for breakfast: 1) Bread with cheese, cold cuts, or a Swedish favourite – Kalles kaviar, 2) Cereal with either milk, yoghurt or filmjölk, or 3) Porridge, most commonly oatmeal porridge. Kalles kaviar is made of salted cod roe in a tube. Filmjölk is fermented cow&#039;s milk. 
1168	Family is important in Sweden. More than 75% of Swedes live in a family constellation of some sort. 
1171	Swedes have a high level of computer skills, in 2017 96% of Swedes aged 16-74 had access to the internet in their home. Almost nine out of ten use the internet on a daily basis, with very little difference between genders. Most people have a broadband connection in their home and many are also connected on the go via mobile internet connections and wifi.. Swedes are very active net users and use the internet to interact on social networks, email, to pay bills, play online, shop, and search for information.It&#039;s common for Swedes to check their email and social networks while commuting to work in the morning. 
1172	Swedes have a high level of computer skills, in 2017 96% of Swedes aged 16-74 had access to the internet in their home. Almost nine out of ten use the internet on a daily basis, with very little difference between genders. Most people have a broadband connection in their home and many are also connected on the go via mobile internet connections and wifi.. Swedes are very active net users and use the internet to interact on social networks, email, to pay bills, play online, shop, and search for information.It&#039;s common for Swedes to check their email and social networks while commuting to work in the morning. 
1173	Swedes have a high level of computer skills, in 2017 96% of Swedes aged 16-74 had access to the internet in their home. Almost nine out of ten use the internet on a daily basis, with very little difference between genders. Most people have a broadband connection in their home and many are also connected on the go via mobile internet connections and wifi.. Swedes are very active net users and use the internet to interact on social networks, email, to pay bills, play online, shop, and search for information.It&#039;s common for Swedes to check their email and social networks while commuting to work in the morning.. 
1176	Eating together as a family is considered important in Sweden. Most families try to have dinner together at least a couple of times a week, especially on weekends. 
1315	Twenty-seven percent of the Swedish population between 30 and 64 has the equivalent of a Bachelor’s Degree, representing three years of full-time study and more and more people want to pursue higher education in Sweden. 
1317	Sweden offers an international academic environment—there were more than 23,000 new international students at Swedish universities in 2016/2017. 
1318	Twenty-seven percent of the Swedish population between 30 and 64 has the equivalent of a Bachelor’s Degree, representing three years of full-time study and more and more people want to pursue higher education in Sweden. 
1319	Student unions, formed to represent the social and academic interests of their members, may be found at every university and university college in Sweden. Membership in these unions are voluntary. Swedish student unions have traditionally played an important role in university life. Membership fees have enabled unions to work for improving conditions for students. Student unions are there to make every student’s stay as pleasant as possible: they provide accommodation, operate restaurants, cafes and bars, arrange parties with live bands, run sports programmes and organise orchestras and student theatricals. The union is the organisation you will be most in contact with when arranging accommodation. Student unions have long been the natural meeting point for new students and many offer services of different kinds to foreign students. Some have so-called host or mentor programs in which students already enrolled at university meet visiting students on arrival and introduce them to the city and fellow students. You can get in touch with your union through your university or university college and ask about the services they provide to foreign students. 
1320	Student unions, formed to represent the social and academic interests of their members, may be found at every university and university college in Sweden. Membership in these unions are voluntary. Swedish student unions have traditionally played an important role in university life. Membership fees have enabled unions to work for improving conditions for students. Student unions are there to make every student’s stay as pleasant as possible: they provide accommodation, operate restaurants, cafes and bars, arrange parties with live bands, run sports programmes and organise orchestras and student theatricals. The union is the organisation you will be most in contact with when arranging accommodation. Student unions have long been the natural meeting point for new students and many offer services of different kinds to foreign students. Some have so-called host or mentor programs in which students already enrolled at university meet visiting students on arrival and introduce them to the city and fellow students. You can get in touch with your union through your university or university college and ask about the services they provide to foreign students. 
1321	Student unions, formed to represent the social and academic interests of their members, may be found at every university and university college in Sweden. Membership in these unions are voluntary. Swedish student unions have traditionally played an important role in university life. Membership fees have enabled unions to work for improving conditions for students. Student unions are there to make every student’s stay as pleasant as possible: they provide accommodation, operate restaurants, cafes and bars, arrange parties with live bands, run sports programmes and organise orchestras and student theatricals. The union is the organisation you will be most in contact with when arranging accommodation. Student unions have long been the natural meeting point for new students and many offer services of different kinds to foreign students. Some have so-called host or mentor programs in which students already enrolled at university meet visiting students on arrival and introduce them to the city and fellow students. You can get in touch with your union through your university or university college and ask about the services they provide to foreign students. 
1322	Sweden is one of the world’s most innovative and research-intensive nations. Institutions like Lund University, Karolinska Institutet and the Royal Institute of Technology (KTH) place high in European rankings, and the research carried out there has contributed to the global success of Sweden’s many high-tech companies. All Swedish university students are entitled to financial assistance, partly in the form of a grant and partly as a loan. The rate at which they pay it back depends on their income when they start working. Tuition fees are fully subsidised for students from Sweden, the EU/EEA area, and Switzerland. Students from outside the EU/EEA and Switzerland pay tuition fees but scholarship programs that cover tuition and living costs are available for a number of non-EU countries. Nearly four per cent of Sweden’s GDP goes towards research and development, one of the highest rates in the world. As a result, Sweden has a leading position in areas like environmental technology, cancer research and nanotechnology. 
1323	Sweden is one of the world’s most innovative and research-intensive nations. Institutions like Lund University, Karolinska Institutet and the Royal Institute of Technology (KTH) place high in European rankings, and the research carried out there has contributed to the global success of Sweden’s many high-tech companies. All Swedish university students are entitled to financial assistance, partly in the form of a grant and partly as a loan. The rate at which they pay it back depends on their income when they start working. Tuition fees are fully subsidised for students from Sweden, the EU/EEA area, and Switzerland. Students from outside the EU/EEA and Switzerland pay tuition fees but scholarship programs that cover tuition and living costs are available for a number of non-EU countries. Nearly four per cent of Sweden’s GDP goes towards research and development, one of the highest rates in the world. As a result, Sweden has a leading position in areas like environmental technology, cancer research and nanotechnology. 
1324	Sweden offers an international academic environment—there were around 27,000 new international students at Swedish universities in 2016/2017. Sweden is one of the world’s most innovative and research-intensive nations. Institutions like Lund University, Karolinska Institutet and the Royal Institute of Technology (KTH) place high in European rankings, and the research carried out there has contributed to the global success of Sweden’s many high-tech companies. All Swedish university students are entitled to financial assistance, partly in the form of a grant and partly as a loan. The rate at which they pay it back depends on their income when they start working. Tuition fees are fully subsidised for students from Sweden, the EU/EEA area, and Switzerland. Students from outside the EU/EEA and Switzerland pay tuition fees but scholarship programs that cover tuition and living costs are available for a number of non-EU countries. Some 3.25 per cent of Sweden’s GDP goes towards research and development, one of the highest rates in the world. As a result, Sweden has a leading position in areas like environmental technology, cancer research and nanotechnology. 
1325	Women comprise roughly 60 percent of all university students in Sweden. Significantly more women than men participate in adult education. The gender distribution among students in postgraduate studies and doctoral degrees is today equal. Over the past ten years, the percentage of women among teachers and researchers has increased. The proportion of women is lowest among professors, but even here the numbers are rising and reached 27 percent in 2016. 
1326	Sweden offers an international academic environment—there were more than 23,000 new international students at Swedish universities in 2016/2017. The number of Swedes with a foreign background among students starting studies at a university or university college are steadily increasing year by year Sweden is one of the world’s most innovative and research-intensive nations. Institutions like Lund University, Karolinska Institutet and the Royal Institute of Technology (KTH) place high in European rankings, and the research carried out there has contributed to the global success of Sweden’s many high-tech companies. All Swedish university students are entitled to financial assistance, partly in the form of a grant and partly as a loan. The rate at which they pay it back depends on their income when they start working. Tuition fees are fully subsidised for students from Sweden, the EU/EEA area, and Switzerland. Students from outside the EU/EEA and Switzerland pay tuition fees but scholarship programmes that cover tuition and living costs are available for a number of non-EU countries. More than three per cent of Sweden’s GDP goes towards research and development, one of the highest rates in the world. As a result, Sweden has a leading position in areas like environmental technology, cancer research and nanotechnology. 
1327	Sweden aims to be a leading research country and one of the most R&amp;D-intensive countries in the world, and to have research that is both broad and specialized. Sweden allocates more than 3 per cent of GDP to research and development, which has led to the country taking a leading position in several areas. One is environmental technology, particularly the treatment of emissions and toxic substances in production and manufacturing processes. Sweden also has a high level of expertise in nanotechnology research, where several major Swedish companies—including ABB, Sandvik and Höganäs—have become market leaders. 
1328	Sweden aims to be a leading research country and one of the most R&amp;D-intensive countries in the world, and to have research that is both broad and specialized. Sweden allocates more than 3 percent of GDP to research and development, which has led to the country taking a leading position in several areas. One is environmental technology, particularly the treatment of emissions and toxic substances in production and manufacturing processes. Sweden also has a high level of expertise in nanotechnology research, where several major Swedish companies—including ABB, Sandvik and Höganäs—have become market leaders. 
1329	Sweden offers an international academic environment—there were more than 23,000 new international students at Swedish universities in 2016/2017.The number of Swedes with a foreign background among students starting studies at a university or university college are steadily increasing year by year Sweden is one of the world’s most innovative and research-intensive nations. Institutions like Lund University, Karolinska Institutet and the Royal Institute of Technology (KTH) place high in European rankings, and the research carried out there has contributed to the global success of Sweden’s many high-tech companies. All Swedish university students are entitled to financial assistance, partly in the form of a grant and partly as a loan. The rate at which they pay it back depends on their income when they start working. Tuition fees are fully subsidized for students from Sweden, the EU/EEA area, and Switzerland. Students from outside the EU/EEA and Switzerland pay tuition fees but scholarship programs that cover tuition and living costs are available for a number of non-EU countries. Nearly four per cent of Sweden’s GDP goes towards research and development, one of the highest rates in the world. As a result, Sweden has a leading position in areas like environmental technology, cancer research and nanotechnology. The bulk of the research taking place in Sweden — about 75 percent — is financed by companies. These investments have helped companies including Ericsson, Sandvik and the Volvo Group become leaders in their fields. 
1330	Women comprise roughly 60 percent of university students. Significantly more women than men participate in adult education. The gender distribution among students in postgraduate studies and doctoral degrees is today equal. Over the past ten years, the percentage of women among teachers and researchers has increased. The proportion of women is lowest among professors, but even here the numbers are rising and reached 27 percent in 2016. 
1331	Sweden aims to be a leading research country and one of the most R&amp;D-intensive countries in the world. Sweden allocates more than 3 per cent of GDP to research and development, which has led to the country taking a leading position in several areas. One is environmental technology, particularly the treatment of emissions and toxic substances in production and manufacturing processes. Sweden also has a high level of expertise in nanotechnology research, where several major Swedish companies—including ABB, Sandvik and Höganäs—have become market leaders. 
1332	Sweden aims to be a leading research country and one of the most R&amp;D-intensive countries in the world. Sweden allocates more than 3 per cent of GDP to research and development, which has led to the country taking a leading position in several areas. One is environmental technology, particularly the treatment of emissions and toxic substances in production and manufacturing processes. Sweden also has a high level of expertise in nanotechnology research, where several major Swedish companies—including ABB, Sandvik and Höganäs—have become market leaders. 
1333	Women comprise roughly 60 percent of university students. Significantly more women than men participate in adult education. The gender distribution among students in postgraduate studies and doctoral degrees is today equal. Over the past ten years, the percentage of women among teachers and researchers has increased. The proportion of women is lowest among professors, but even here the numbers are rising and reached 27 percent in 2016. 
1426	In the workplace, employers are bound by law to promote equality among their employees and to act in cases of harassment. Equality is supported and enforced by the Equality Ombudsman. The Equality Ombudsman is also responsible for raising awareness, spreading knowledge and information concerning issues of equality and discrimination. Even though there are still sectors where one gender is overrepresented, such as the building trade and healthcare, continuous action is being taken to create equality in all professions. 
1472	Sweden aims to be a leading research country and one of the most R&amp;D-intensive countries in the world, and to have research that is both broad and specialized. Sweden allocates more than 3 per cent of GDP to research and development, which has led to the country taking a leading position in several areas. One is environmental technology, particularly the treatment of emissions and toxic substances in production and manufacturing processes. Sweden also has a high level of expertise in nanotechnology research, where several major Swedish companies—including ABB, Sandvik and Höganäs—have become market leaders. 
1473	Sweden aims to be a leading research country and one of the most R&amp;D-intensive countries in the world, and to have research that is both broad and specialized. Sweden allocates more than 3 per cent of GDP to research and development, which has led to the country taking a leading position in several areas. One is environmental technology, particularly the treatment of emissions and toxic substances in production and manufacturing processes. Sweden also has a high level of expertise in nanotechnology research, where several major Swedish companies—including ABB, Sandvik and Höganäs—have become market leaders 
1485	Sweden aims to be a leading research country and one of the most R&amp;D-intensive countries in the world, and to have research that is both broad and specialized. Sweden allocates more than 3 per cent of GDP to research and development, which has led to the country taking a leading position in several areas. One is environmental technology, particularly the treatment of emissions and toxic substances in production and manufacturing processes. Sweden also has a high level of expertise in nanotechnology research, where several major Swedish companies—including ABB, Sandvik and Höganäs—have become market leaders 
1488	Swedish universities are characterized by an open climate, where students are encouraged to think independently and work together in teams. Women achieve better study results than men at Swedish universities. In 2016, there were around 400,000 registered students at Swedish universities. 
1520	At Easter Swedes get together with their families. They celebrate by painting eggs and eating traditional Easter food like eggs, fowl, fish, and lamb. Children receive caardboard Easter eggs filled with candy and dress up as colourful Easter witches. 
1523	Swedish children spend part of every school day outdoors, whatever the weather. The Swedish Right of Public Access (Allemansrätten) gives everyone the right to explore the countryside. But you must show consideration for nature, wildlife, and other people. 
1526	A grandmother is helping her grandchild walk. All Swedish parents get 480 days of paid parental leave per child, so most children spend the first year at home with a parent. Most of the parental leave is taken by mothers, but more fathers are spending time at home with their children. Fathers now claim about 20 percent of all parental leave. 
157	Virtually every region of Sweden has its own folk costume, but they are rarely worn except at Midsummer. 
1609	Adding a small cottage to a pier could be a way to protect from the wind, store fishing gear or hide-away a sauna. Many Swedes have a second vacation home in the countryside. 
1619	Sweden is one of the world leaders in gender equality. Employers are bound by law to promote equality among their employees. Though there are no legal obstacles for women or men to choose whichever job they want, working life remains segregated in some fields. Women are found in the caring and teaching professions to a far greater extent than men. And men tend to target the manufacturing, financial, or construction sectors. Some, however, make unconventional career choices, and you can find women construction engineers and male preschool teachers. 
1626	Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with industry, offering students the possibility to mix study and practical work. 
1628	Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. 
1639	During the winter months of January through March, you’ll find cardamon buns (called semlor) filled with thick almond paste and whipped cream, in bakeries and cafes all over the country. February 21 is THE semla day (called fettisdagen) 2012, which means that it’s the last Tuesday before the 40-day period of fasting that precedes Easter in the Christian calendar. This is the excuse used to eat these sinfully delicious buns. It is claimed that semlor started to become popular in Sweden already in 1541. 
1640	Rötter is a fruit and vegetable shop in Malmö that specializes on locally produced and organic fruit and vegetables. Their range of produce varies with the seasons. 
1641	Rötter is a fruit and vegetable shop in Malmö that specializes on locally produced and organic fruit and vegetables. Their range of produce varies with the seasons. 
1642	Rötter is a fruit and vegetable shop in Malmö that specializes on locally produced and organic fruit and vegetables. Their range of produce varies with the seasons. 
1643	Vendel is an organic bread shop in Malmö that specializes in sourdough bread. 
1644	Norrgavel is a Swedish interior design and production company. Their focus is furniture made from natural materials, with consideration to form, function and beauty. Most of their furniture is produced in local carpentries in Skåne and Småland. 
1645	Olsson &amp; Gerthel, a design shop in Malmö. 
1647	Moderna Museet is one of Europe’s leading museums of modern and contemporary art, with a collection of high international standing. Malmö has one of the most beautiful exhibition spaces in Sweden. An inquiry came from the City of Malmö if Moderna Museet would open a subsidiary in the building on Gasverksgatan 22. In a unique collaboration with the City of Malmö, Region Skåne and the Swedish government, Moderna Museet Malmö was inaugurated on December 26, 2009. 
1648	This house is a half-timbre house from the mid 1700’s. It’s know as the House of Faxe due to the wine merchants Adolf Faxe that purchased the house in 1842. The House of Faxe was one of the first historical houses of Malmö tp be restored in 1910. 
1649	Rötter is a fruit and vegetable shop in Malmö that specializes on locally produced and organic fruit and vegetables. Their range of produce varies with the seasons. 
1650	Rötter is a fruit and vegetable shop in Malmö that specializes on locally produced and organic fruit and vegetables. Their range of produce varies with the seasons. 
1651	Kronovalls Wine Castle was built in the mid 1700’s. In the late 1800’s it was rebuilt by the the architect Isak Gustaf Clason to its present baroque style. Today it is leased by the Swedish wine producer, Åkesson Wines. The castle has been transformed to a hotel with a restaurant and wine café. The castle also houses a large wine cellar where a large amount of the champagnoisen &amp;quot;Kronovalls Vinslott Tirage&amp;quot; is stored for maturing 
1652	Kronovalls Wine Castle was built in the mid 1700’s. In the late 1800’s it was rebuilt by the the architect Isak Gustaf Clason to its present baroque style. Today it is leased by the Swedish wine producer, Åkesson Wines. The castle has been transformed to a hotel with a restaurant and wine café. The castle also houses a large wine cellar where a large amount of the champagnoisen &quot;Kronovalls Vinslott Tirage&quot; is stored for maturing 
1653	Kronovalls Wine Castle was built in the mid 1700’s. In the late 1800’s it was rebuilt by the the architect Isak Gustaf Clason to its present baroque style. Today it is leased by the Swedish wine producer, Åkesson Wines. The castle has been transformed to a hotel with a restaurant and wine café. The castle also houses a large wine cellar where a large amount of the champagnoisen &amp;quot;Kronovalls Vinslott Tirage&amp;quot; is stored for maturing 
1655	 
1656	Olsson &amp; Gerthel, a design shop in Malmö. 
1657	Formargruppen Boutique and Gallery is an arts and crafts cooperative in the center of Malmö. The collective was founded in 1983 and has since then had a steady increase in members and attention. Formargruppen is backed by the Committee of Culture in Malmö. 
1658	Formargruppen Boutique and Gallery is an arts and crafts cooperative in the center of Malmö. The collective was founded in 1983 and has since then had a steady increase in members and attention. Formargruppen is backed by the Committee of Culture in Malmö. 
1659	Kommendanthuset (House of Commendants) is a storage building adjacent to Malmöhus castle that was built in the late 1700’s. It was originally used as an arsenal for the cavalry. In 1965 it was restored and today it is a part of Malmö museums. At Kommendanthuset you can find The Room of Photography, Malmö museums forum for photographic art. 
1660	Kommendanthuset (House of Commendants) is a storage building adjacent to Malmöhus castle that was built in the late 1700’s. It was originally used as an arsenal for the cavalry. In 1965 it was restored and today it is a part of Malmö museums. At Kommendanthuset you can find The Room of Photography, Malmö museums forum for photographic art. 
1663	Moderna Museet is one of Europe’s leading museums of modern and contemporary art, with a collection of high international standing. Malmö has one of the most beautiful exhibition spaces in Sweden. An inquiry came from the City of Malmö if Moderna Museet would open a subsidiary in the building on Gasverksgatan 22. In a unique collaboration with the City of Malmö, Region Skåne and the Swedish government, Moderna Museet Malmö was inaugurated on December 26, 2009. 
1664	Moderna Museet is one of Europe’s leading museums of modern and contemporary art, with a collection of high international standing. Malmö has one of the most beautiful exhibition spaces in Sweden. An inquiry came from the City of Malmö if Moderna Museet would open a subsidiary in the building on Gasverksgatan 22. In a unique collaboration with the City of Malmö, Region Skåne and the Swedish government, Moderna Museet Malmö was inaugurated on December 26, 2009. 
1665	Gamla Väster is an old part of Malmö that was saved from demolition in the 1970’s. Today it is a picturesque and colourful part of Malmö with design boutiques, resturants and art galleries in amongst the old residences and smaller homes. 
1666	Gamla Väster is an old part of Malmö that was saved from demolition in the 1970’s. Today it is a picturesque and colourful part of Malmö with design boutiques, resturants and art galleries in amongst the old residences and smaller homes. 
1667	Kronovalls Wine Castle was built in the mid 1700’s. In the late 1800’s it was rebuilt by the the architect Isak Gustaf Clason to its present baroque style. Today it is leased by the Swedish wine producer, Åkesson Wines. The castle has been transformed to a hotel with a restaurant and wine café. The castle also houses a large wine cellar where a large amount of the champagnoisen &amp;quot;Kronovalls Vinslott Tirage&amp;quot; is stored for maturing 
1671	Kronovalls Wine Castle was built in the mid 1700’s. In the late 1800’s it was rebuilt by the the architect Isak Gustaf Clason to its present baroque style. Today it is leased by the Swedish wine producer, Åkesson Wines. The castle has been transformed to a hotel with a restaurant and wine café. The castle also houses a large wine cellar where a large amount of the champagnoisen &amp;quot;Kronovalls Vinslott Tirage&amp;quot; is stored for maturing 
1672	Kronovalls Wine Castle was built in the mid 1700’s. In the late 1800’s it was rebuilt by the the architect Isak Gustaf Clason to its present baroque style. Today it is leased by the Swedish wine producer, Åkesson Wines. The castle has been transformed to a hotel with a restaurant and wine café. The castle also houses a large wine cellar where a large amount of the champagnoisen &amp;quot;Kronovalls Vinslott Tirage&amp;quot; is stored for maturing 
1674	Kronovalls Wine Castle was built in the mid 1700’s. In the late 1800’s it was rebuilt by the the architect Isak Gustaf Clason to its present baroque style. Today it is leased by the Swedish wine producer, Åkesson Wines. The castle has been transformed to a hotel with a restaurant and wine café. The castle also houses a large wine cellar where a large amount of the champagnoisen &amp;quot;Kronovalls Vinslott Tirage&amp;quot; is stored for maturing 
1679	The railway station Triangeln is in the center of Malmö and one of Swedens busiest stations with approximately 37 000 people passing through every day. The station itself has won architectural awards for it’s outstanding design. The two entrances are glass domes that allows the light to flood the station below. 
1681	The coffee culture in Sweden is so vast that it has a name of its own—fika. Coffee or tea plus something sweet. A fika break at Taxinge Castle, where the Ingmar Bergman film Cries and Whispers was filmed. 
1683	Getting close to nature at a farm outside Växjö in southern Sweden. About eight percent of Sweden&#039;s area is made up of cultivated land, most of it in the southern half of the country. 
1687	In the summertime, a meal is best enjoyed outdoors, ideally in front of a red house with white trim. 
1688	The Stockholm Archipelago is made up of more than 24,000 islands and islets. Only about a thousand are inhabited. The larger islands host summer cottages, houses, restaurants, and stores. Other islands offer nothing but peace and quiet, and a magnificent view. And in between there is, of course, room for kayaks, canoes, sailboats, swimmers and motorboats. 
1689	For a winter break in Sweden, families have plenty of winter resorts to choose from. Skiing, snowboarding, sledding, and ice skating are but a few of the winter activities in Sweden popular with kids. 
1691	Swedish employers, employees and suppliers prioritise a safe working environment. The Work Environment Act outlines the regulations that make this possible, including measures to restrict workplace hazards, prevent accidents, and otherwise protect the physical and mental health of employees. 
1701	Hövding – the invisible bicycle helmet Hövding is a collar for bicyclists, worn around the neck. The collar contains a folded up airbag that you&#039;ll only see if you happen to have an accident. The airbag is shaped like a hood, surrounding and protecting the bicyclist&#039;s head. The trigger mechanism is controlled by sensors which pick up the abnormal movements of a bicyclist in an accident.  www.hovding.se 
1702	Hövding – the invisible bicycle helmet Hövding is a collar for bicyclists, worn around the neck. The collar contains a folded up airbag that you&#039;ll only see if you happen to have an accident. The airbag is shaped like a hood, surrounding and protecting the bicyclist&#039;s head. The trigger mechanism is controlled by sensors which pick up the abnormal movements of a bicyclist in an accident.  www.hovding.se 
1703	Hövding – the invisible bicycle helmet Hövding is a collar for bicyclists, worn around the neck. The collar contains a folded up airbag that you&#039;ll only see if you happen to have an accident. The airbag is shaped like a hood, surrounding and protecting the bicyclist&#039;s head. The trigger mechanism is controlled by sensors which pick up the abnormal movements of a bicyclist in an accident.  www.hovding.se 
1704	Hövding – the invisible bicycle helmet Hövding is a collar for bicyclists, worn around the neck. The collar contains a folded up airbag that you&#039;ll only see if you happen to have an accident. The airbag is shaped like a hood, surrounding and protecting the bicyclist&#039;s head. The trigger mechanism is controlled by sensors which pick up the abnormal movements of a bicyclist in an accident. www.hovding.se 
1706	Most winters in Sweden provide for a lot of snow to play in. Skiing is not the only thing to keep you busy in the snow, there&#039;s also making snow angels, snowball fights, or why not just rolling around in it? 
1708	A house on the countryside offers time for reflection, regardless of your age. 
1710	At Easter Swedes get together with their families. They celebrate by painting eggs and eating traditional Easter food like eggs, fowl, fish and lamb. Children receive cardboard Easter eggs filled with candy and dress up as colourful Easter witches. 
1711	With so much nature around, it makes sense to take an active part. Canoeing is but one way to enjoy the many lakes, rivers, and coasts that Sweden offers. 
1713	Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The Chalmers University of Technology is one of Europe’s leading universities of technology with research in fields such as High Speed Electronics and Photonics, Microtechnology and Nanoscience. Chalmers&#039; Master Programmes are all taught in English. 
1714	Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The Chalmers University of Technology is one of Europe’s leading universities of technology with research in fields such as High Speed Electronics and Photonics, Microtechnology and Nanoscience. Chalmers&#039; Master Programmes are all taught in English. 
1715	Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The Chalmers University of Technology is one of Europe’s leading universities of technology with research in fields such as High Speed Electronics and Photonics, Microtechnology and Nanoscience. Chalmers&#039; Master Programmes are all taught in English. 
